circuit_index,noisy_counts,ideal_counts
2879,"{""01"": 986, ""00"": 9, ""10"": 3, ""11"": 2}","{""01"": 1000}"
3344,"{""10011"": 176, ""01010"": 12, ""10000"": 108, ""00000"": 197, ""01000"": 18, ""11001"": 206, ""00100"": 13, ""01011"": 2, ""10101"": 6, ""00110"": 6, ""01100"": 4, ""00011"": 24, ""10010"": 33, ""11100"": 7, ""10111"": 9, ""00101"": 14, ""10001"": 31, ""00001"": 29, ""11010"": 2, ""01001"": 31, ""10110"": 8, ""10100"": 14, ""11110"": 2, ""11000"": 13, ""01101"": 7, ""00010"": 6, ""01111"": 2, ""11111"": 6, ""11101"": 5, ""01110"": 3, ""00111"": 2, ""11011"": 4}","{""00000"": 186, ""11001"": 319, ""10011"": 310, ""10000"": 185}"
2554,"{""01"": 247, ""00"": 262, ""11"": 278, ""10"": 213}","{""01"": 260, ""00"": 221, ""10"": 213, ""11"": 306}"
3346,"{""001"": 335, ""111"": 144, ""011"": 342, ""000"": 31, ""101"": 111, ""010"": 14, ""110"": 15, ""100"": 8}","{""101"": 173, ""111"": 172, ""011"": 338, ""001"": 317}"
1036,"{""10010"": 5, ""00000"": 230, ""00100"": 11, ""11000"": 208, ""01010"": 14, ""01000"": 446, ""10000"": 19, ""01101"": 5, ""00010"": 7, ""01001"": 8, ""11001"": 3, ""01100"": 15, ""11101"": 8, ""11100"": 8, ""11010"": 4, ""00101"": 3, ""01110"": 1, ""01011"": 2, ""11011"": 1, ""11110"": 1, ""01111"": 1}","{""00000"": 266, ""01000"": 473, ""11000"": 261}"
3729,"{""01"": 248, ""11"": 433, ""10"": 111, ""00"": 208}","{""00"": 223, ""11"": 348, ""01"": 323, ""10"": 106}"
1481,"{""0000"": 917, ""1100"": 3, ""0001"": 17, ""1010"": 16, ""0010"": 8, ""0100"": 20, ""1110"": 15, ""0011"": 2, ""0110"": 1, ""0101"": 1}","{""0000"": 1000}"
1243,"{""10100"": 2, ""11001"": 85, ""01001"": 117, ""00011"": 124, ""00001"": 119, ""10011"": 88, ""10001"": 120, ""01000"": 14, ""11011"": 124, ""01011"": 83, ""10000"": 25, ""11000"": 9, ""01010"": 14, ""00010"": 16, ""01111"": 4, ""00110"": 1, ""11111"": 4, ""10010"": 4, ""10110"": 1, ""00000"": 14, ""01101"": 7, ""11101"": 4, ""00101"": 5, ""10101"": 1, ""10111"": 3, ""11010"": 7, ""00111"": 3, ""01100"": 1, ""11100"": 1}","{""01001"": 131, ""10000"": 17, ""00001"": 115, ""00000"": 20, ""11001"": 94, ""01000"": 24, ""00010"": 22, ""00011"": 133, ""01010"": 9, ""01011"": 91, ""11011"": 100, ""10011"": 69, ""10001"": 114, ""11010"": 25, ""10010"": 11, ""11000"": 18, ""10111"": 2, ""11111"": 1, ""01111"": 2, ""10110"": 1, ""11100"": 1}"
1306,"{""00001"": 826, ""00101"": 17, ""01001"": 42, ""00000"": 28, ""10001"": 11, ""10111"": 2, ""10000"": 2, ""01011"": 3, ""00011"": 32, ""01101"": 8, ""01111"": 6, ""01000"": 2, ""11001"": 9, ""00111"": 3, ""10011"": 1, ""11101"": 2, ""00010"": 1, ""11011"": 2, ""10101"": 1, ""00100"": 1, ""01110"": 1}","{""00001"": 1000}"
49,"{""10"": 337, ""00"": 292, ""01"": 197, ""11"": 174}","{""00"": 303, ""11"": 195, ""10"": 318, ""01"": 184}"
1449,"{""00000"": 858, ""01110"": 4, ""10000"": 6, ""01111"": 2, ""00100"": 7, ""00110"": 8, ""10001"": 17, ""01100"": 13, ""00010"": 21, ""01000"": 24, ""00001"": 10, ""01101"": 6, ""10011"": 1, ""00011"": 12, ""10010"": 2, ""01010"": 1, ""01001"": 4, ""11100"": 1, ""11011"": 2, ""11110"": 1}","{""00000"": 1000}"
